,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均
428,428,2008/08/24,3新潟4,曇,1,2歳未勝利,,17,5,9,1.7,1.0,1,内田博幸,54,芝1800,良,-4.0,1:48.2,0.0,84.0,4-5,34.4-35.8,35.4,480(-2),,,(ヒューゴライダー),500.0,13,810.0,270.0,0.19999999999999998,80.0,0,,,35.36666666666667,0.9047619047619048,16.635859519408502,16.52425269567335,108.2,4.0,5.0,34.4,35.8,1.0,-0.3999999999999986,-1.3999999999999986,4.0,3.0,-1.0,3.6666666666666665,1.3333333333333333,1.0,-0.3333333333333333,3.3541019662496847,0.6595452979136475,2,35.199999999999996,35.51111111111111
429,429,2008/07/26,2新潟3,晴,8,マリーゴールド賞(OP),,6,4,4,7.0,3,3,江田照男,54,芝1400,稍,-11,1:21.3,0.4,90,2-2,34.3-35.1,35.3,458(0),,,ツルマルジャパン,402.3,14,1012.3,337.43333333333334,0.20000000000000004,82.33333333333333,0,,,34.96666666666667,0.8,17.22017220172202,17.28805208662957,81.3,2.0,2.0,34.3,35.1,1.0,0.19999999999999574,-0.8000000000000043,-1.0,-1.0,0.0,1.6666666666666667,-1.0,-0.6666666666666666,0.3333333333333333,7.854139036202504,1.4428704030508093,2,34.9,34.68888888888889
430,430,2008/07/27,2新潟4,晴,5,2歳新馬,,18,6,11,2.9,1,1,岩田康誠,54,芝1400,良,-11,1:22.7,0.0,73,4-5,34.3-36.3,35.8,494(0),,,(マルラニビスティー),700.0,15,700.0,700.0,0.0,73.0,0,,,35.8,1.0,16.928657799274486,16.928657799274486,82.7,4.0,5.0,34.3,36.3,1.5,-0.5,-2.0,4.0,3.0,-1.0,5.0,4.0,3.0,-1.0,3.0,1.1500000000000021,2,35.46666666666666,35.46666666666666
431,431,2008/04/06,3中山4,晴,11,ダービー卿チャレンジ(G3),,16,7,13,4.4,1,8,福永祐一,57.0,芝1600,良,-6.0,1:34.7,0.5,102.0,16-16-15,36.0-34.6,33.6,500(-6),,躓く,サイレントプライド,0.0,1,11101.8,853.9846153846154,0.44615384615384623,110.38461538461539,0,,,34.684615384615384,0.7230769230769231,16.89545934530095,16.735339169829505,94.7,16.0,15.0,36.0,34.6,-2.3999999999999986,-1.0,1.3999999999999986,7.0,8.0,1.0,7.769230769230769,2.6153846153846154,3.6923076923076925,1.0769230769230769,7.802733691548398,1.0848680912950677,5,34.733333333333334,35.15897435897436
432,432,2008/05/11,3京都6,晴,11,都大路S(OP),,18,7,14,8.8,3,14,田中克典,56.0,芝1600,稍,15.0,1:36.0,0.9,103.0,9-7,35.9-35.2,35.7,492(-4),,,フサイチアウステル,0.0,2,9806.400000000001,544.8000000000001,0.37222222222222223,105.0,0,,,34.672222222222224,0.7191011235955056,16.666666666666668,17.054132030004293,96.0,9.0,7.0,35.9,35.2,-0.19999999999999574,0.5,0.6999999999999957,-7.0,-5.0,2.0,7.166666666666667,2.0,3.2777777777777777,1.2777777777777777,6.345107391654955,0.8986601291371676,5,35.6,34.89814814814815
433,433,2008/04/13,1福島2,曇,11,福島民報杯(OP),,16,5,10,11.2,7,13,藤岡康太,56.0,芝2000,良,6.0,2:01.7,1.5,96.0,2-2-3-3,34.8-37.0,38.2,476(+2),,,フィールドベアー,0.0,3,10202.1,536.9526315789474,0.6,101.73684210526316,0,,,35.505263157894746,0.609375,16.433853738701725,16.63987518407147,121.7,2.0,3.0,34.8,37.0,3.4000000000000057,1.2000000000000028,-2.200000000000003,-10.0,-11.0,-1.0,4.2631578947368425,-2.0,-1.631578947368421,0.3684210526315789,7.4,1.1723800578310775,5,36.666666666666664,35.53157894736842
434,434,2008/07/13,2福島8,曇,11,七夕賞(G3),,15,2,3,11.9,5,8,田中勝春,53.0,芝2000,良,3.0,2:00.5,0.7,105.0,10-10-9-7,35.7-35.8,35.8,472(0),,,ミヤビランベリ,0.0,4,6728.000000000001,258.76923076923083,0.7038461538461539,100.88461538461539,0,,,35.13461538461539,0.6180371352785146,16.597510373443985,16.74081099599418,120.5,10.0,7.0,35.7,35.8,0.09999999999999432,0.0,-0.09999999999999432,-1.0,2.0,3.0,10.461538461538462,3.923076923076923,4.153846153846154,0.23076923076923078,9.451631252505216,1.259379079266813,6,35.766666666666666,35.169230769230765
435,435,2007/04/15,3中山8,晴,10,卯月S(1600万下),,16,5,9,2.4,1,1,蛯名正義,56.0,芝1600,良,-9.0,1:33.5,0.0,112.0,8-6-5,34.8-35.4,34.6,506(-12),,,(ゼットフラッシュ),1868.5,5,5822.4,970.4,0.18333333333333335,96.83333333333333,0,,,35.166666666666664,0.9523809523809523,17.112299465240643,16.78942820691244,93.5,8.0,5.0,34.8,35.4,-0.19999999999999574,-0.7999999999999972,-0.6000000000000014,4.0,7.0,3.0,3.8333333333333335,2.1666666666666665,3.1666666666666665,1.0,15.2074095796243,1.0567566862232531,5,34.93333333333333,35.333333333333336
436,436,2008/07/06,3阪神6,晴,10,米子S(OP),,10,1,1,8.2,6,1,赤木高太,55.0,芝1600,良,-7.0,1:33.0,0.0,112.0,1-1,35.5-34.7,34.7,482(-12),,,(マチカネオーラ),2428.0,6,7295.4,663.2181818181817,0.9454545454545454,104.0909090909091,0,,,35.945454545454545,0.4930555555555556,17.204301075268816,16.68382230600554,93.0,1.0,1.0,35.5,34.7,-0.7999999999999972,0.0,0.7999999999999972,0.0,0.0,0.0,6.2727272727272725,-1.3636363636363635,-2.909090909090909,-1.5454545454545454,6.3377177806105145,1.3857158198322383,6,34.96666666666667,35.54242424242425
437,437,2008/02/02,1東京1,曇,11,東京新聞杯(G3),,16,2,4,18.3,8,12,武豊,56.0,芝1600,良,-10.0,1:33.4,0.6,106.0,8-7,35.0-35.1,34.6,504(-2),,,ローレルゲレイロ,0.0,7,9586.6,639.1066666666667,0.4266666666666667,103.06666666666666,0,,,34.7,0.7674418604651163,17.130620985010705,16.976567457525462,93.4,8.0,7.0,35.0,35.1,-0.3999999999999986,-0.5,-0.10000000000000142,-5.0,-4.0,1.0,9.866666666666667,5.533333333333333,5.6,0.06666666666666667,9.417196703371975,1.0433569619262617,7,34.9,35.046666666666674
438,438,2008/07/06,3阪神6,晴,10,米子S(OP),,10,8,9,4.8,3,3,川田将雅,54.0,芝1600,良,-7.0,1:33.0,0.0,117.0,4-3,35.5-34.7,33.4,462(+2),,,フサイチアウステル,604.0,8,13071.199999999999,450.73103448275856,0.5000000000000001,99.55172413793103,0,,,35.62068965517241,0.7146739130434783,17.204301075268816,16.705922239162884,93.0,4.0,3.0,35.5,34.7,-2.1000000000000014,-1.3000000000000043,0.7999999999999972,0.0,1.0,1.0,3.2758620689655173,-1.3448275862068966,-1.103448275862069,0.2413793103448276,7.130840685984289,1.5953578490942606,5,34.53333333333333,35.40919540229885
439,439,2008/04/12,2阪神5,晴,10,大阪ーハンブルクC(OP),,15,2,2,88.4,15,6,飯田祐史,49.0,芝2400,良,-4.0,2:26.5,1.5,101.0,6-6-6-6,35.9-37.2,36.3,496(-4),,アオル,シルクネクサス,0.0,9,3599.9,163.63181818181818,0.9727272727272728,101.36363636363636,0,,,35.24545454545454,0.46855345911949686,16.38225255972696,16.870629058149152,146.5,6.0,6.0,35.9,37.2,0.3999999999999986,-0.9000000000000057,-1.3000000000000043,0.0,0.0,0.0,7.409090909090909,-1.2727272727272727,-1.0909090909090908,0.18181818181818182,5.992433792702627,0.8918026178828804,8,36.46666666666667,35.17878787878788
440,440,2008/07/20,2新潟2,曇,11,アイビスサマーD(G3),,18,6,12,113.5,18,14,江田照男,56.0,芝1000,良,-7.0,0:54.9,0.7,98.0,18,32.1-32.5,32.2,496(-4),,出遅れ,カノヤザクラ,0.0,10,5605.2,233.54999999999998,0.9375,101.75,0,,,34.875,0.42349726775956287,18.214936247723134,17.09034479959404,54.9,18.0,18.0,32.1,32.5,0.10000000000000142,-0.29999999999999716,-0.3999999999999986,4.0,4.0,0.0,11.416666666666666,1.625,1.7916666666666667,0.16666666666666666,7.812809993849845,1.2504463203192693,8,32.26666666666667,34.77638888888888
441,441,2008/07/20,2新潟2,曇,11,アイビスサマーD(G3),,18,6,11,13.1,7,13,柴田善臣,56.0,芝1000,良,-7.0,0:54.8,0.6,100.0,11,32.1-32.5,32.5,488(+4),,,カノヤザクラ,0.0,11,9853.3,579.6058823529411,0.5470588235294118,97.29411764705883,0,,,35.44705882352941,0.6842105263157895,18.248175182481752,17.200840688044917,54.8,11.0,11.0,32.1,32.5,0.3999999999999986,0.0,-0.3999999999999986,-2.0,-2.0,0.0,4.411764705882353,-1.5294117647058822,-1.8823529411764706,-0.35294117647058826,10.68170236582628,1.7898634336482513,5,32.36666666666667,34.88039215686275
442,442,2008/03/16,2中山6,晴,11,中山牝馬S(G3),,16,7,13,60.3,15,9,小野次郎,55.0,芝1800,良,6.0,1:49.1,0.7,107.0,16-16-15-15,36.2-35.8,34.6,444(-4),,,ヤマニンメルベイユ,0.0,12,3108.6,259.05,0.7666666666666666,107.33333333333333,0,,,34.49166666666667,0.4973544973544973,16.498625114573787,16.767247305841924,109.1,16.0,15.0,36.2,35.8,-1.6000000000000014,-1.1999999999999957,0.4000000000000057,6.0,7.0,1.0,11.583333333333334,2.6666666666666665,3.8333333333333335,1.1666666666666667,6.76923076923077,0.578510636214251,7,35.53333333333334,34.82222222222223
443,443,2007/07/21,2新潟3,曇,8,マリーゴールド賞(OP),,6,4,4,1.6,1,1,蛯名正義,54,芝1400,稍,7,1:23.7,0,89,4-3,36.0-35.0,34.6,434(+10),,,(ゴールデンリング),1614.7,1,2314.7,1157.35,0.0,84.5,0,,,34.85,1.0,16.726403823178018,16.93463048301758,83.7,4.0,3.0,36.0,35.0,-1.3999999999999986,-0.3999999999999986,1.0,2.0,3.0,1.0,2.5,1.5,3.0,1.5,7.760297817881877,0.4496912521077353,2,35.199999999999996,35.11666666666666
444,444,2007/08/11,3新潟1,晴,9,ダリア賞(OP),,12,5,5,6.4,3,6,村田一誠,54,芝1400,良,-4,1:22.0,0.6,91,6-6,34.0-35.5,35.4,418(+8),,,スズジュピター,0.0,2,700.0,350.0,0.3,88.0,0,,,35.599999999999994,0.8076923076923077,17.073170731707318,17.083593912862206,82.0,6.0,6.0,34.0,35.5,1.3999999999999986,-0.10000000000000142,-1.5,0.0,0.0,0.0,5.0,1.5,1.5,0.0,6.164414002968976,1.2364824660660927,2,34.96666666666667,35.150000000000006
445,445,2007/07/21,2新潟3,小雨,6,2歳新馬,,15,7,13,12.6,6,1,木幡初広,54,芝1800,稍,7,1:52.9,0.0,56,6-5,37.2-34.1,33.9,460(0),,,(イノセントスカイ),700.0,3,700.0,700.0,0.0,56.0,0,,,33.9,1.0,15.943312666076173,15.943312666076173,112.9,6.0,5.0,37.2,34.1,-3.3000000000000043,-0.20000000000000284,3.1000000000000014,4.0,5.0,1.0,5.0,4.0,5.0,1.0,20.5,0.05000000000000071,2,35.06666666666667,35.06666666666667
446,446,2007/06/17,3阪神2,晴,5,2歳新馬,,10,8,9,3.1,2.0,1,福永祐一,54,芝1200,良,-21.0,1:09.7,0.0,72.0,7-7,35.2-34.5,33.9,444(0),,出遅れ,(ヤマニンブリオン),700.0,4,700.0,700.0,0.0,72.0,0,,,33.9,1.0,17.21664275466284,17.21664275466284,69.7,7.0,7.0,35.2,34.5,-1.3000000000000043,-0.6000000000000014,0.7000000000000028,6.0,6.0,0.0,7.0,6.0,6.0,0.0,12.5,0.05000000000000071,2,34.53333333333334,34.53333333333334
447,447,2007/07/01,2福島6,晴,5,2歳新馬,,15,2,2,16.1,5.0,1,北村宏司,54,芝1800,良,0.0,1:50.5,0.0,86.0,13-13-12-8,36.7-36.1,35.2,430(0),,,(ショウナンアルバ),700.0,5,700.0,700.0,0.0,86.0,0,,,35.2,1.0,16.289592760180994,16.289592760180994,110.5,13.0,8.0,36.7,36.1,-1.5,-0.8999999999999986,0.6000000000000014,7.0,12.0,5.0,8.0,7.0,12.0,5.0,6.0,0.9000000000000021,2,36.00000000000001,36.00000000000001
448,448,2007/07/29,2新潟6,曇,6,2歳新馬,,14,8,13,5.2,3,1,柴田善臣,54,芝1600,良,-4,1:37.5,0.0,68,10-11,37.8-34.4,33.0,500(0),,出遅れ,(ジョウショーアロー),700.0,6,700.0,700.0,0.0,68.0,0,,,33.0,1.0,16.41025641025641,16.41025641025641,97.5,10.0,11.0,37.8,34.4,-4.799999999999997,-1.3999999999999986,3.3999999999999986,10.0,9.0,-1.0,11.0,10.0,9.0,-1.0,12.0,0.6999999999999993,2,35.06666666666667,35.06666666666667
449,449,2007/08/12,3新潟2,晴,1,2歳未勝利,,17,5,10,5.5,3,1,田中博康,51,芝1600,良,-3,1:35.8,0.0,87,11-11,35.9-34.1,33.0,468(+4),,,(スエズ),500.0,7,972.1,324.03333333333336,0.16666666666666666,76.66666666666667,0,,,34.4,0.8421052631578947,16.701461377870565,16.59381186201396,95.8,11.0,11.0,35.9,34.1,-2.8999999999999986,-1.1000000000000014,1.7999999999999972,10.0,10.0,0.0,10.666666666666666,7.666666666666667,8.0,0.3333333333333333,15.173990905493518,1.0034316120194746,2,34.333333333333336,35.144444444444446
450,450,2007/08/11,3新潟1,晴,9,ダリア賞(OP),,12,6,8,2.1,1.0,3,柴田善臣,54,芝1400,良,-4.0,1:21.7,0.3,95.0,3-2,34.0-35.5,35.4,448(-6),,,スズジュピター,403.9,8,1103.9,551.95,0.15,91.0,0,,,35.15,0.9047619047619048,17.135862913096695,17.26358363046139,81.7,3.0,2.0,34.0,35.5,1.3999999999999986,-0.10000000000000142,-1.5,-1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.39934634239519,0.29439202887759347,2,34.96666666666667,34.8
451,451,2007/08/04,2新潟7,曇,1,2歳未勝利,,17,1,2,5.0,3,1,吉田豊,54.0,芝1800,良,-5.0,1:48.2,0.0,87.0,11-8,35.0-35.8,35.0,468(-2),,出遅れ,(カレイジャスミン),500.0,9,500.0,250.0,0.45,79.0,0,,,34.65,0.8484848484848485,16.635859519408502,16.56535244011662,108.2,11.0,8.0,35.0,35.8,0.0,-0.7999999999999972,-0.7999999999999972,7.0,10.0,3.0,11.0,7.5,9.5,2.0,8.640987597877148,0.30912061651652456,2,35.266666666666666,35.18333333333334
452,452,2007/07/29,2小倉6,晴,1,2歳未勝利,,12,4,4,1.2,1.0,1.0,武豊,54,芝1200,良,-7.0,1:09.5,0.0,77.0,2-2,34.0-35.5,35.4,432(-8),,,(メイショウラダック),500.0,10.0,780.0,390.0,0.05,76.0,0,,,35.65,0.9642857142857143,17.26618705035971,17.056679566094417,69.5,2.0,2.0,34.0,35.5,1.3999999999999986,-0.10000000000000142,-1.5,1.0,1.0,0.0,2.5,1.0,1.0,0.0,3.39934634239519,0.3681787005729081,2,34.96666666666667,35.3
453,453,2007/08/05,2新潟8,晴,6,2歳新馬,,15,2,3,2.4,1,1,福永祐一,54,芝1800,良,-4,1:48.7,0.0,83,2-2,35.9-35.2,35.1,498(0),,,(マイネルフェスタ),700.0,11,700.0,700.0,0.0,83.0,0,,,35.1,1.0,16.55933762649494,16.55933762649494,108.7,2.0,2.0,35.9,35.2,-0.7999999999999972,-0.10000000000000142,0.6999999999999957,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.15000000000000213,2,35.400000000000006,35.400000000000006
454,454,2007/08/05,2新潟8,晴,2,2歳未勝利,,18,4,8,3.2,1,1,中舘英二,54,芝1400,稍,-4.0,1:21.8,0.0,94.0,1-1,34.2-36.1,36.1,480(+6),,,(エイムアットビップ),500.0,12,780.0,390.0,0.1,82.0,0,,,35.7,0.9705882352941176,17.114914425427873,16.86483000606804,81.8,1.0,1.0,34.2,36.1,1.8999999999999986,0.0,-1.8999999999999986,0.0,0.0,0.0,1.0,-0.5,-0.5,0.0,10.338708279513883,0.6531972647421814,2,35.46666666666667,35.45
455,455,2007/07/28,2小倉5,晴,4,2歳新馬,,11,4,4,4.0,2,1,藤岡康太,51,芝1200,良,-9,1:09.2,0.0,79,4-4,33.8-35.4,35.0,470(0),,,(ノボリデューク),700.0,13,700.0,700.0,0.0,79.0,0,,,35.0,1.0,17.341040462427745,17.341040462427745,69.2,4.0,4.0,33.8,35.4,1.2000000000000028,-0.3999999999999986,-1.6000000000000014,3.0,3.0,0.0,4.0,3.0,3.0,0.0,2.5,0.05000000000000071,2,34.733333333333334,34.733333333333334
456,456,2007/08/11,3新潟1,晴,9,ダリア賞(OP),,12,6,7,64.7,10,8,岩部純二,54,芝1400,良,-4,1:22.6,1.2,85,12-10,34.0-35.5,35.1,450(+16),,出遅れ,スズジュピター,0.0,14,700.0,350.0,0.6,74.5,0,,,35.2,0.7307692307692307,16.949152542372882,16.925280496538555,82.6,12.0,10.0,34.0,35.5,1.1000000000000014,-0.3999999999999986,-1.5,2.0,4.0,2.0,5.5,1.0,2.0,1.0,9.104333522498443,0.12472191289246332,2,34.86666666666667,35.15
457,457,2007/07/21,2函館3,曇,10,ラベンダー賞(OP),,12,2,2,5.2,3,3,安藤勝己,54,芝1200,良,5,1:11.6,0.1,81,7-8,34.9-36.6,36.0,452(0),,出遅れ,ハートオブクィーン,403.7,15,1103.7,551.85,0.05,76.0,0,,,36.25,0.9047619047619048,16.75977653631285,16.771496659764814,71.6,7.0,8.0,34.9,36.6,1.1000000000000014,-0.6000000000000014,-1.7000000000000028,5.0,4.0,-1.0,4.5,2.5,2.0,-0.5,4.320493798938574,0.4921607686744479,2,35.833333333333336,35.91666666666667
458,458,2007/07/15,2新潟2,雨,5,2歳新馬,,18,8,17,2.8,1,1,田中勝春,54,芝1400,稍,-2,1:25.1,0.0,55,4-4,35.5-36.6,36.3,426(0),,,(アサクサロータス),700.0,16,700.0,700.0,0.0,55.0,0,,,36.3,1.0,16.45123384253819,16.45123384253819,85.1,4.0,4.0,35.5,36.6,0.7999999999999972,-0.30000000000000426,-1.1000000000000014,3.0,3.0,0.0,4.0,3.0,3.0,0.0,13.0,0.6499999999999986,2,36.13333333333333,36.13333333333333
459,459,2007/08/11,3新潟1,晴,5,2歳新馬,,15,8,14,5.7,4.0,1,後藤浩輝,54.0,芝1600,良,-4.0,1:36.7,0.0,77.0,3-4,37.2-34.7,34.6,490(0),,,(ショウカク),700.0,17,700.0,700.0,0.0,77.0,0,,,34.6,1.0,16.546018614270942,16.546018614270942,96.7,3.0,4.0,37.2,34.7,-2.6000000000000014,-0.10000000000000142,2.5,3.0,2.0,-1.0,4.0,3.0,2.0,-1.0,1.0,0.3999999999999986,2,35.50000000000001,35.50000000000001
460,460,2007/08/04,2小倉7,晴,8,フェニックス賞(OP),,8,2,2,24.0,6,5,赤木高太,54,芝1200,良,-5.0,1:10.2,1.6,69.0,5-5,32.9-35.7,36.6,448(+2),,出遅れ,ビーチアイドル,160.0,18,860.0,430.0,0.8,66.0,0,,,36.150000000000006,0.75,17.094017094017094,17.045592116413644,70.2,5.0,5.0,32.9,35.7,3.700000000000003,0.8999999999999986,-2.8000000000000043,0.0,0.0,0.0,3.5,0.5,1.0,0.5,2.6246692913372702,0.5792715732327582,2,35.06666666666667,35.25
461,461,2006/10/29,4東京8,晴,11,天皇賞(秋)(G1),,16,1,2,22.0,9,16,福永祐一,58,芝2000,良,-5.0,2:01.4,2.6,95.0,12-12-13,35.4-35.6,35.9,456(0),,外枠発走,ダイワメジャー,0.0,1,9416.8,1569.4666666666665,1.0333333333333334,108.16666666666667,0,,,35.550000000000004,0.5555555555555556,16.474464579901152,16.56582049466841,121.4,12.0,13.0,35.4,35.6,0.5,0.29999999999999716,-0.20000000000000284,-3.0,-4.0,-1.0,9.833333333333334,2.8333333333333335,2.3333333333333335,-0.5,9.171829096728299,1.1498003375919363,6,35.63333333333333,35.68333333333333
462,462,2007/02/25,1阪神2,晴,11,阪急杯(G3),,16,8,15,9.7,5,5,柴山雄一,57.0,芝1400,良,-10.0,1:20.8,0.3,106.0,8-6,34.3-34.8,34.5,530(+2),,,プリサイスマシーン,410.0,2,14038.599999999999,1403.86,0.37,107.6,0,,,34.59,0.7828947368421053,17.326732673267326,17.301921400778127,80.8,8.0,6.0,34.3,34.8,0.20000000000000284,-0.29999999999999716,-0.5,1.0,3.0,2.0,7.7,3.4,4.2,0.8,7.336087637029824,0.5599586761612527,5,34.53333333333333,34.53333333333333
463,463,2007/07/01,3阪神6,小雨,11,米子S(OP),,15,2,3,12.8,5,9,佐藤哲三,55.0,芝1600,良,-15.0,1:33.3,0.6,106.0,10-11,34.9-34.2,34.1,516(+8),,出遅れ,トウショウカレッジ,0.0,3,6337.1,576.1,0.4090909090909091,99.18181818181819,0,,,34.91818181818182,0.7814569536423841,17.14898177920686,16.900406335543753,93.3,10.0,11.0,34.9,34.2,-0.7999999999999972,-0.10000000000000142,0.6999999999999957,2.0,1.0,-1.0,9.363636363636363,5.363636363636363,5.363636363636363,0.0,9.405967373014974,1.106389272463458,6,34.400000000000006,35.20606060606061
464,464,2006/11/19,6京都6,小雨,11,マイルチャンピオンS(G1),,18,3,6,48.7,14,10,江田照男,57.0,芝1600,良,9.0,1:33.7,1.0,119.0,12-11,34.0-35.2,35.2,476(-2),,,ダイワメジャー,0.0,4,6191.700000000001,687.9666666666667,0.7666666666666667,108.77777777777777,0,,,35.41111111111111,0.5433070866141733,17.075773745997864,16.753097671341514,93.7,12.0,11.0,34.0,35.2,1.2000000000000028,0.0,-1.2000000000000028,1.0,2.0,1.0,5.555555555555555,-1.8888888888888888,-1.0,0.8888888888888888,8.514105942493316,1.4270248771482577,8,34.800000000000004,35.5037037037037
465,465,2007/07/08,2福島8,晴,11,七夕賞(G3),,16,7,14,20.3,8,7,柴田善臣,55,芝2000,良,9.0,2:00.8,0.5,106.0,1-1-1-1,35.5-36.6,37.1,484(+4),,,サンバレンティン,0.0,5,480.0,68.57142857142857,1.6,95.57142857142857,0,,,38.45714285714286,0.3763440860215054,16.55629139072848,16.473873928549178,120.8,1.0,1.0,35.5,36.6,1.6000000000000014,0.5,-1.1000000000000014,-6.0,-6.0,0.0,2.142857142857143,-7.142857142857143,-7.571428571428571,-0.42857142857142855,9.921567416492215,1.4931091721639107,5,36.4,36.73809523809524
466,466,2007/06/24,2福島4,曇,11,福島テレビOP(OP),,16,6,11,4.3,2,6,吉田隼人,56,芝1800,良,-6.0,1:46.6,0.4,107.0,14-14-13-11,34.1-36.7,35.9,496(-6),,出遅れ,ユメノシルシ,0.0,6,7988.1,443.78333333333336,0.3944444444444445,100.05555555555556,0,,,35.338888888888896,0.751131221719457,16.885553470919326,16.460517429406487,106.6,14.0,11.0,34.1,36.7,1.7999999999999972,-0.8000000000000043,-2.6000000000000014,5.0,8.0,3.0,5.777777777777778,1.7222222222222223,3.5555555555555554,1.8333333333333333,7.649163045121912,1.3753065636592885,5,35.56666666666666,35.42777777777778
467,467,2007/07/07,3阪神7,曇,11,ストークS(1600万下),,17,5,10,3.5,2,1,武豊,55,芝1400,良,-14.0,1:21.2,0.0,106.0,8-6,34.7-34.9,34.4,494(+22),,,(ドラゴンウェルズ),1869.9,7,3536.9,353.69,1.2099999999999997,98.8,0,,,36.220000000000006,0.5032679738562091,17.241379310344826,16.830323083839495,81.2,8.0,6.0,34.7,34.9,-0.30000000000000426,-0.5,-0.19999999999999574,5.0,7.0,2.0,8.7,0.1,-0.7,-0.8,10.46284255736295,1.8877596148970772,5,34.666666666666664,35.510000000000005
468,468,2007/07/01,3阪神6,小雨,11,米子S(OP),,15,8,14,65.4,12,10,中村将之,55.0,芝1600,良,-15.0,1:33.4,0.7,101.0,6-5,34.9-34.2,34.5,488(-12),,,トウショウカレッジ,0.0,8,3309.6,254.58461538461538,0.8538461538461541,102.46153846153847,0,,,35.80769230769231,0.45222929936305734,17.130620985010705,16.681799033544163,93.4,6.0,5.0,34.9,34.2,-0.3999999999999986,0.29999999999999716,0.6999999999999957,-5.0,-4.0,1.0,5.461538461538462,-2.1538461538461537,-1.8461538461538463,0.3076923076923077,6.741964226592504,1.34467961437144,7,34.53333333333333,35.58461538461539
469,469,2007/04/01,3中山4,晴,11,ダービー卿チャレンジ(G3),,15,5,9,10.9,5,13,御神本訓,56.0,芝1600,良,-9.0,1:34.1,1.0,105.0,11-10-10,35.0-35.4,35.4,468(0),,,ピカレスクコート,0.0,9,9492.9,632.86,0.6133333333333333,110.46666666666667,0,,,34.806666666666665,0.6338028169014085,17.003188097768334,16.902412850454922,94.1,11.0,10.0,35.0,35.4,0.3999999999999986,0.0,-0.3999999999999986,-3.0,-2.0,1.0,8.866666666666667,2.6666666666666665,3.466666666666667,0.8,6.489173676208705,0.8738385148298272,6,35.266666666666666,35.084444444444436
470,470,2007/04/29,1新潟2,晴,11,谷川岳S(OP),,16,6,12,27.3,6.0,14,芹沢純一,57,芝1400,良,-3.0,1:21.0,0.9,104.0,2-2,33.4-35.3,36.0,494(-4),,,キンシャサノキセキ,0.0,10,5272.4,351.4933333333333,0.9,103.13333333333334,0,,,36.17333333333334,0.4488888888888889,17.28395061728395,16.833195776065917,81.0,2.0,2.0,33.4,35.3,2.6000000000000014,0.7000000000000028,-1.8999999999999986,-12.0,-12.0,0.0,4.266666666666667,-5.0,-5.733333333333333,-0.7333333333333333,7.437237390321759,1.3987578194598238,6,34.9,35.59555555555555
471,471,2007/07/01,3阪神6,小雨,11,米子S(OP),,15,7,13,19.5,8,2,川田将雅,56,芝1600,良,-15.0,1:32.7,0.0,107.0,1-1,34.9-34.2,34.2,470(+8),,,トウショウカレッジ,969.2,11,9679.500000000002,645.3000000000001,0.7933333333333333,106.86666666666666,0,,,35.36666666666667,0.5357142857142857,17.25997842502697,17.075268055338714,92.7,1.0,1.0,34.9,34.2,-0.6999999999999957,0.0,0.6999999999999957,-1.0,-1.0,0.0,5.2,-2.7333333333333334,-2.533333333333333,0.2,7.920503456220444,1.1526464115243662,6,34.43333333333334,35.04888888888889
472,472,2007/05/27,3東京4,晴,12,目黒記念(G2),,18,8,18,41.9,13.0,6,江田照男,53,芝2500,良,-12.0,2:32.2,0.8,100.0,5-8-9-5,30.1-35.4,35.6,480(-2),,出遅れ,ポップロック,0.0,12,4752.4,396.0333333333333,0.5666666666666668,94.41666666666667,0,,,35.699999999999996,0.6705202312138728,16.4257555847569,16.40048587537158,152.2,5.0,5.0,30.1,35.4,5.5,0.20000000000000284,-5.299999999999997,-1.0,-1.0,0.0,6.833333333333333,1.0833333333333333,3.5833333333333335,2.5,8.758427893840175,1.197334317329801,5,33.699999999999996,35.45277777777778
473,473,2007/07/22,2新潟4,晴,11,関越S(OP),,12,7,10,15.3,6,3,吉田豊,54,ダ1800,稍,-10.0,1:51.2,1.5,108.0,7-7-5-4,35.4-37.4,37.7,450(+18),,,マコトスパルビエロ,603.9,13,5234.9,523.49,0.54,105.0,0,,,34.94,0.7014925373134329,16.18705035971223,16.72099314992661,111.2,7.0,4.0,35.4,37.4,2.3000000000000043,0.30000000000000426,-2.0,1.0,4.0,3.0,9.5,4.5,5.0,0.5,5.80111132128866,1.0126472956832244,5,36.833333333333336,35.34333333333333
